shipment_id,order_id,warehouse_id,vehicle_id,driver_id,shipment_date,expected_delivery,actual_delivery,status,destination_city
S0451,O0362,W005,V031,D031,2026-08-30 09:00:00,2026-09-04 09:00:00,,in_transit,Hyderabad
S0452,O0374,W008,V022,D022,2026-08-24 03:00:00,2026-08-28 03:00:00,,delayed,Lucknow
S0453,O0348,W009,V008,D008,2026-08-11 00:00:00,2026-08-15 00:00:00,,in_transit,Jaipur
S0454,O0229,W006,V006,D006,2026-08-12 01:00:00,2026-08-17 01:00:00,,in_transit,Hyderabad
S0455,O0270,W004,V050,D050,2026-08-10 06:00:00,2026-08-11 06:00:00,2026-08-12 06:00:00,delivered,Kolkata
S0456,O0202,W004,V032,D032,2026-08-12 19:00:00,2026-08-17 19:00:00,2026-08-16 19:00:00,delivered,Pune
S0457,O0076,W007,V024,D024,2026-08-14 11:00:00,2026-08-15 11:00:00,2026-08-14 11:00:00,delivered,Kolkata
S0458,O0045,W004,V047,D047,2026-08-30 14:00:00,2026-09-03 14:00:00,,delayed,Gurugram
S0459,O0084,W007,V047,D047,2026-08-30 13:00:00,2026-09-01 13:00:00,,delayed,Hyderabad
S0460,O0045,W003,V014,D014,2026-08-11 15:00:00,2026-08-16 15:00:00,,cancelled,Delhi
S0461,O0478,W010,V049,D049,2026-08-14 02:00:00,2026-08-15 02:00:00,2026-08-17 02:00:00,delivered,Lucknow
S0462,O0285,W008,V046,D046,2026-08-20 04:00:00,2026-08-22 04:00:00,2026-08-21 04:00:00,delivered,Noida
S0463,O0422,W005,V038,D038,2026-08-11 15:00:00,2026-08-16 15:00:00,,in_transit,Jaipur
S0464,O0014,W001,V010,D010,2026-08-10 09:00:00,2026-08-14 09:00:00,2026-08-13 09:00:00,delivered,Pune
S0465,O0092,W008,V045,D045,2026-08-22 07:00:00,2026-08-23 07:00:00,2026-08-23 07:00:00,delivered,Hyderabad
S0466,O0382,W006,V038,D038,2026-08-17 18:00:00,2026-08-21 18:00:00,,delayed,Chandigarh
S0467,O0352,W008,V045,D045,2026-08-28 03:00:00,2026-08-31 03:00:00,2026-08-30 03:00:00,delivered,Lucknow
S0468,O0298,W001,V010,D010,2026-08-12 14:00:00,2026-08-14 14:00:00,2026-08-13 14:00:00,delivered,Pune
S0469,O0326,W006,V004,D004,2026-08-11 09:00:00,2026-08-16 09:00:00,,in_transit,Delhi
S0470,O0264,W004,V050,D050,2026-08-22 05:00:00,2026-08-23 05:00:00,,in_transit,Lucknow
S0471,O0279,W006,V021,D021,2026-08-28 09:00:00,2026-08-31 09:00:00,,in_transit,Ahmedabad
S0472,O0186,W002,V035,D035,2026-08-20 11:00:00,2026-08-22 11:00:00,2026-08-21 11:00:00,delivered,Bengaluru
S0473,O0211,W006,V011,D011,2026-08-05 06:00:00,2026-08-07 06:00:00,2026-08-08 06:00:00,delivered,Pune
S0474,O0236,W002,V008,D008,2026-08-28 04:00:00,2026-08-29 04:00:00,2026-08-28 04:00:00,delivered,Lucknow
S0475,O0419,W008,V039,D039,2026-08-18 10:00:00,2026-08-20 10:00:00,,in_transit,Noida
S0476,O0382,W002,V015,D015,2026-08-06 04:00:00,2026-08-08 04:00:00,2026-08-08 04:00:00,delivered,Pune
S0477,O0354,W002,V005,D005,2026-08-02 15:00:00,2026-08-06 15:00:00,2026-08-06 15:00:00,delivered,Bengaluru
S0478,O0061,W005,V003,D003,2026-08-04 09:00:00,2026-08-05 09:00:00,,in_transit,Delhi
S0479,O0472,W010,V014,D014,2026-08-20 06:00:00,2026-08-22 06:00:00,,in_transit,Noida
S0480,O0047,W003,V048,D048,2026-08-10 18:00:00,2026-08-13 18:00:00,2026-08-14 18:00:00,delivered,Kolkata
S0481,O0292,W002,V007,D007,2026-08-28 18:00:00,2026-08-29 18:00:00,2026-08-28 18:00:00,delivered,Lucknow
S0482,O0462,W009,V001,D001,2026-08-25 03:00:00,2026-08-27 03:00:00,,delayed,Ahmedabad
S0483,O0244,W006,V045,D045,2026-08-20 05:00:00,2026-08-24 05:00:00,,in_transit,Delhi
S0484,O0093,W006,V025,D025,2026-08-15 06:00:00,2026-08-20 06:00:00,2026-08-19 06:00:00,delivered,Delhi
S0485,O0239,W002,V034,D034,2026-08-06 15:00:00,2026-08-09 15:00:00,,in_transit,Kolkata
S0486,O0370,W001,V006,D006,2026-08-12 15:00:00,2026-08-13 15:00:00,2026-08-12 15:00:00,delivered,Chandigarh
S0487,O0500,W008,V015,D015,2026-08-19 13:00:00,2026-08-22 13:00:00,,cancelled,Pune
S0488,O0097,W002,V031,D031,2026-08-23 11:00:00,2026-08-25 11:00:00,2026-08-25 11:00:00,delivered,Pune
S0489,O0225,W009,V043,D043,2026-08-23 02:00:00,2026-08-24 02:00:00,2026-08-24 02:00:00,delivered,Ahmedabad
S0490,O0474,W003,V005,D005,2026-08-13 06:00:00,2026-08-16 06:00:00,2026-08-18 06:00:00,delivered,Delhi
S0491,O0120,W007,V047,D047,2026-08-17 08:00:00,2026-08-22 08:00:00,,in_transit,Chandigarh
S0492,O0483,W007,V023,D023,2026-08-17 19:00:00,2026-08-21 19:00:00,,cancelled,Kolkata
S0493,O0143,W003,V050,D050,2026-08-16 03:00:00,2026-08-17 03:00:00,2026-08-17 03:00:00,delivered,Noida
S0494,O0051,W001,V005,D005,2026-08-17 00:00:00,2026-08-19 00:00:00,2026-08-19 00:00:00,delivered,Gurugram
S0495,O0319,W010,V007,D007,2026-08-26 02:00:00,2026-08-31 02:00:00,,delayed,Bengaluru
S0496,O0104,W005,V043,D043,2026-08-17 15:00:00,2026-08-22 15:00:00,2026-08-22 15:00:00,delivered,Noida
S0497,O0221,W002,V025,D025,2026-08-16 10:00:00,2026-08-20 10:00:00,2026-08-20 10:00:00,delivered,Kolkata
S0498,O0338,W005,V046,D046,2026-08-07 15:00:00,2026-08-11 15:00:00,2026-08-10 15:00:00,delivered,Delhi
S0499,O0292,W008,V043,D043,2026-08-19 17:00:00,2026-08-24 17:00:00,2026-08-24 17:00:00,delivered,Kolkata
S0500,O0029,W007,V017,D017,2026-08-17 18:00:00,2026-08-21 18:00:00,,in_transit,Mumbai
S0501,O0393,W005,V021,D021,2026-08-03 00:00:00,2026-08-08 00:00:00,2026-08-10 00:00:00,delivered,Ahmedabad
S0502,O0299,W001,V049,D049,2026-08-30 20:00:00,2026-09-02 20:00:00,2026-09-01 20:00:00,delivered,Pune
S0503,O0180,W001,V043,D043,2026-08-09 07:00:00,2026-08-11 07:00:00,,in_transit,Hyderabad
S0504,O0044,W002,V020,D020,2026-08-05 10:00:00,2026-08-07 10:00:00,2026-08-06 10:00:00,delivered,Chandigarh
S0505,O0443,W007,V037,D037,2026-08-18 13:00:00,2026-08-21 13:00:00,2026-08-21 13:00:00,delivered,Mumbai
S0506,O0194,W010,V025,D025,2026-08-12 18:00:00,2026-08-13 18:00:00,,delayed,Delhi
S0507,O0354,W004,V022,D022,2026-08-17 16:00:00,2026-08-20 16:00:00,2026-08-19 16:00:00,delivered,Jaipur
S0508,O0255,W002,V035,D035,2026-08-08 09:00:00,2026-08-11 09:00:00,2026-08-13 09:00:00,delivered,Jaipur
S0509,O0320,W002,V046,D046,2026-08-29 18:00:00,2026-08-30 18:00:00,,in_transit,Gurugram
S0510,O0035,W010,V034,D034,2026-08-17 13:00:00,2026-08-19 13:00:00,2026-08-18 13:00:00,delivered,Kolkata
S0511,O0412,W005,V028,D028,2026-08-23 17:00:00,2026-08-26 17:00:00,2026-08-25 17:00:00,delivered,Chandigarh
S0512,O0391,W009,V012,D012,2026-08-30 00:00:00,2026-09-04 00:00:00,,delayed,Hyderabad
S0513,O0256,W004,V043,D043,2026-08-28 14:00:00,2026-08-31 14:00:00,,delayed,Kolkata
S0514,O0415,W010,V050,D050,2026-08-31 13:00:00,2026-09-05 13:00:00,,in_transit,Noida
S0515,O0268,W004,V024,D024,2026-08-16 04:00:00,2026-08-18 04:00:00,2026-08-17 04:00:00,delivered,Pune
S0516,O0211,W006,V005,D005,2026-08-22 06:00:00,2026-08-26 06:00:00,2026-08-26 06:00:00,delivered,Gurugram
S0517,O0352,W010,V016,D016,2026-08-14 07:00:00,2026-08-15 07:00:00,2026-08-14 07:00:00,delivered,Bengaluru
S0518,O0249,W009,V028,D028,2026-08-15 20:00:00,2026-08-16 20:00:00,2026-08-16 20:00:00,delivered,Gurugram
S0519,O0405,W005,V043,D043,2026-08-19 05:00:00,2026-08-20 05:00:00,,cancelled,Bengaluru
S0520,O0401,W001,V004,D004,2026-08-29 02:00:00,2026-09-01 02:00:00,,in_transit,Delhi
S0521,O0462,W007,V024,D024,2026-08-23 02:00:00,2026-08-27 02:00:00,,cancelled,Ahmedabad
S0522,O0432,W003,V016,D016,2026-08-05 18:00:00,2026-08-10 18:00:00,,delayed,Kolkata
S0523,O0341,W010,V050,D050,2026-08-31 16:00:00,2026-09-03 16:00:00,2026-09-03 16:00:00,delivered,Mumbai
S0524,O0169,W010,V048,D048,2026-08-14 07:00:00,2026-08-18 07:00:00,2026-08-18 07:00:00,delivered,Gurugram
S0525,O0226,W007,V017,D017,2026-08-29 18:00:00,2026-08-30 18:00:00,2026-08-30 18:00:00,delivered,Mumbai
S0526,O0280,W007,V031,D031,2026-08-23 07:00:00,2026-08-26 07:00:00,,delayed,Lucknow
S0527,O0186,W008,V046,D046,2026-08-13 09:00:00,2026-08-14 09:00:00,,in_transit,Hyderabad
S0528,O0018,W001,V045,D045,2026-08-31 07:00:00,2026-09-03 07:00:00,2026-09-02 07:00:00,delivered,Chandigarh
S0529,O0063,W009,V016,D016,2026-08-29 14:00:00,2026-09-02 14:00:00,2026-09-04 14:00:00,delivered,Gurugram
S0530,O0047,W004,V020,D020,2026-08-08 05:00:00,2026-08-12 05:00:00,,in_transit,Chandigarh
S0531,O0209,W001,V018,D018,2026-08-29 02:00:00,2026-09-02 02:00:00,2026-09-01 02:00:00,delivered,Ahmedabad
S0532,O0217,W002,V011,D011,2026-08-24 08:00:00,2026-08-29 08:00:00,2026-08-28 08:00:00,delivered,Bengaluru
S0533,O0356,W001,V049,D049,2026-08-03 20:00:00,2026-08-05 20:00:00,,in_transit,Chandigarh
S0534,O0070,W001,V026,D026,2026-08-08 20:00:00,2026-08-11 20:00:00,2026-08-11 20:00:00,delivered,Jaipur
S0535,O0265,W003,V039,D039,2026-08-23 13:00:00,2026-08-26 13:00:00,2026-08-27 13:00:00,delivered,Gurugram
S0536,O0089,W010,V021,D021,2026-08-27 09:00:00,2026-08-29 09:00:00,2026-08-28 09:00:00,delivered,Pune
S0537,O0484,W010,V015,D015,2026-08-02 00:00:00,2026-08-07 00:00:00,,in_transit,Chandigarh
S0538,O0118,W002,V030,D030,2026-08-08 08:00:00,2026-08-10 08:00:00,2026-08-09 08:00:00,delivered,Lucknow
S0539,O0046,W006,V011,D011,2026-08-20 03:00:00,2026-08-21 03:00:00,,in_transit,Pune
S0540,O0396,W008,V044,D044,2026-08-17 03:00:00,2026-08-19 03:00:00,,in_transit,Jaipur
S0541,O0485,W005,V019,D019,2026-08-25 15:00:00,2026-08-29 15:00:00,2026-08-30 15:00:00,delivered,Gurugram
S0542,O0373,W004,V027,D027,2026-08-07 13:00:00,2026-08-09 13:00:00,2026-08-10 13:00:00,delivered,Hyderabad
S0543,O0231,W004,V024,D024,2026-08-20 20:00:00,2026-08-24 20:00:00,2026-08-23 20:00:00,delivered,Ahmedabad
S0544,O0204,W004,V046,D046,2026-08-14 13:00:00,2026-08-19 13:00:00,2026-08-19 13:00:00,delivered,Noida
S0545,O0171,W004,V031,D031,2026-08-31 11:00:00,2026-09-05 11:00:00,,delayed,Hyderabad
S0546,O0364,W001,V001,D001,2026-08-10 16:00:00,2026-08-15 16:00:00,2026-08-17 16:00:00,delivered,Lucknow
S0547,O0496,W009,V003,D003,2026-08-20 05:00:00,2026-08-23 05:00:00,2026-08-22 05:00:00,delivered,Bengaluru
S0548,O0068,W002,V021,D021,2026-08-24 16:00:00,2026-08-28 16:00:00,2026-08-28 16:00:00,delivered,Lucknow
S0549,O0256,W005,V048,D048,2026-08-13 13:00:00,2026-08-16 13:00:00,,delayed,Gurugram
S0550,O0314,W005,V034,D034,2026-08-12 13:00:00,2026-08-14 13:00:00,2026-08-15 13:00:00,delivered,Kolkata
S0551,O0437,W008,V004,D004,2026-08-08 04:00:00,2026-08-09 04:00:00,2026-08-08 04:00:00,delivered,Lucknow
S0552,O0362,W008,V028,D028,2026-08-05 15:00:00,2026-08-06 15:00:00,2026-08-08 15:00:00,delivered,Bengaluru
S0553,O0253,W002,V047,D047,2026-08-29 04:00:00,2026-08-30 04:00:00,2026-08-29 04:00:00,delivered,Lucknow
S0554,O0428,W003,V048,D048,2026-08-18 08:00:00,2026-08-23 08:00:00,,delayed,Hyderabad
S0555,O0109,W010,V001,D001,2026-08-18 18:00:00,2026-08-20 18:00:00,2026-08-19 18:00:00,delivered,Chandigarh
S0556,O0049,W006,V002,D002,2026-08-11 03:00:00,2026-08-15 03:00:00,2026-08-16 03:00:00,delivered,Mumbai
S0557,O0079,W001,V006,D006,2026-08-16 15:00:00,2026-08-20 15:00:00,,in_transit,Gurugram
S0558,O0305,W001,V022,D022,2026-08-03 20:00:00,2026-08-08 20:00:00,,cancelled,Mumbai
S0559,O0486,W010,V009,D009,2026-08-08 01:00:00,2026-08-11 01:00:00,2026-08-11 01:00:00,delivered,Kolkata
S0560,O0488,W010,V025,D025,2026-08-04 12:00:00,2026-08-07 12:00:00,2026-08-09 12:00:00,delivered,Delhi
S0561,O0011,W004,V011,D011,2026-08-14 12:00:00,2026-08-17 12:00:00,,in_transit,Chandigarh
S0562,O0079,W002,V020,D020,2026-08-17 13:00:00,2026-08-20 13:00:00,,delayed,Hyderabad
S0563,O0068,W006,V043,D043,2026-08-05 11:00:00,2026-08-10 11:00:00,2026-08-09 11:00:00,delivered,Bengaluru
S0564,O0138,W010,V039,D039,2026-08-15 02:00:00,2026-08-19 02:00:00,,delayed,Hyderabad
S0565,O0096,W007,V041,D041,2026-08-15 02:00:00,2026-08-16 02:00:00,2026-08-17 02:00:00,delivered,Chandigarh
S0566,O0352,W003,V032,D032,2026-08-18 20:00:00,2026-08-23 20:00:00,2026-08-23 20:00:00,delivered,Bengaluru
S0567,O0154,W003,V009,D009,2026-08-23 09:00:00,2026-08-25 09:00:00,2026-08-25 09:00:00,delivered,Kolkata
S0568,O0040,W001,V033,D033,2026-08-05 16:00:00,2026-08-09 16:00:00,2026-08-08 16:00:00,delivered,Mumbai
S0569,O0131,W010,V006,D006,2026-08-26 16:00:00,2026-08-27 16:00:00,2026-08-27 16:00:00,delivered,Lucknow
S0570,O0432,W007,V003,D003,2026-08-04 13:00:00,2026-08-07 13:00:00,2026-08-06 13:00:00,delivered,Hyderabad
S0571,O0414,W005,V022,D022,2026-08-31 05:00:00,2026-09-02 05:00:00,2026-09-01 05:00:00,delivered,Chandigarh
S0572,O0055,W007,V035,D035,2026-08-02 00:00:00,2026-08-06 00:00:00,2026-08-05 00:00:00,delivered,Bengaluru
S0573,O0355,W007,V043,D043,2026-08-25 19:00:00,2026-08-29 19:00:00,2026-08-31 19:00:00,delivered,Ahmedabad
S0574,O0345,W007,V020,D020,2026-08-04 04:00:00,2026-08-06 04:00:00,2026-08-06 04:00:00,delivered,Ahmedabad
S0575,O0497,W004,V002,D002,2026-08-08 15:00:00,2026-08-10 15:00:00,,in_transit,Pune
S0576,O0432,W009,V013,D013,2026-08-04 09:00:00,2026-08-08 09:00:00,2026-08-08 09:00:00,delivered,Lucknow
S0577,O0463,W003,V048,D048,2026-08-24 14:00:00,2026-08-28 14:00:00,2026-08-29 14:00:00,delivered,Jaipur
S0578,O0151,W010,V026,D026,2026-08-03 10:00:00,2026-08-04 10:00:00,2026-08-06 10:00:00,delivered,Pune
S0579,O0435,W008,V048,D048,2026-08-20 19:00:00,2026-08-25 19:00:00,,cancelled,Noida
S0580,O0250,W007,V032,D032,2026-08-18 18:00:00,2026-08-23 18:00:00,,delayed,Bengaluru
S0581,O0119,W001,V034,D034,2026-08-02 13:00:00,2026-08-07 13:00:00,2026-08-06 13:00:00,delivered,Bengaluru
S0582,O0060,W008,V040,D040,2026-08-22 11:00:00,2026-08-26 11:00:00,,in_transit,Noida
S0583,O0083,W005,V047,D047,2026-08-08 15:00:00,2026-08-11 15:00:00,2026-08-10 15:00:00,delivered,Hyderabad
S0584,O0437,W008,V009,D009,2026-08-30 09:00:00,2026-09-03 09:00:00,,cancelled,Chandigarh
S0585,O0335,W006,V031,D031,2026-08-27 05:00:00,2026-09-01 05:00:00,2026-09-01 05:00:00,delivered,Chandigarh
S0586,O0248,W003,V012,D012,2026-08-08 05:00:00,2026-08-13 05:00:00,2026-08-15 05:00:00,delivered,Gurugram
S0587,O0121,W004,V036,D036,2026-08-03 00:00:00,2026-08-06 00:00:00,,delayed,Mumbai
S0588,O0347,W003,V012,D012,2026-08-28 16:00:00,2026-08-29 16:00:00,,delayed,Mumbai
S0589,O0221,W002,V040,D040,2026-08-09 03:00:00,2026-08-14 03:00:00,2026-08-13 03:00:00,delivered,Mumbai
S0590,O0394,W001,V050,D050,2026-08-30 17:00:00,2026-09-02 17:00:00,,delayed,Ahmedabad
S0591,O0448,W009,V039,D039,2026-08-23 03:00:00,2026-08-24 03:00:00,,delayed,Bengaluru
S0592,O0410,W008,V049,D049,2026-08-05 03:00:00,2026-08-10 03:00:00,,in_transit,Delhi
S0593,O0422,W009,V003,D003,2026-08-18 03:00:00,2026-08-20 03:00:00,,in_transit,Jaipur
S0594,O0467,W006,V011,D011,2026-08-25 09:00:00,2026-08-29 09:00:00,,delayed,Bengaluru
S0595,O0376,W002,V010,D010,2026-08-22 11:00:00,2026-08-25 11:00:00,,delayed,Delhi
S0596,O0435,W004,V029,D029,2026-08-15 00:00:00,2026-08-17 00:00:00,,delayed,Bengaluru
S0597,O0175,W005,V033,D033,2026-08-07 02:00:00,2026-08-10 02:00:00,2026-08-12 02:00:00,delivered,Chandigarh
S0598,O0341,W004,V010,D010,2026-08-26 16:00:00,2026-08-30 16:00:00,,delayed,Lucknow
S0599,O0411,W007,V027,D027,2026-08-31 13:00:00,2026-09-04 13:00:00,,cancelled,Kolkata
S0600,O0407,W006,V002,D002,2026-08-16 04:00:00,2026-08-17 04:00:00,,in_transit,Kolkata
